# Nagalakshmi et al. Science 6 June 2008 DOI: 10.1126/science.1158441
# Table S4: All ORF annotations by RNA SEQ
orf	transcript.level.log2
YKL067W	NA
YKL066W	3
YKL065W-A	0
YKL065C	6.118941073
YKL064W	4.700439718
YKL063C	6.022367813
YKL062W	3.700439718
YKL061W	4.129283017
YKL060C	13.08737996
YKL059C	5.06608919
YKL058W	6.499845887
YKL057C	5.169925001
YKL056C	10.45994385
YKL055C	0
YKL054C	4.977279923
YKL053C-A	6.930737338
YKL053W	NA
YKL052C	NA
YKL051W	4.781359714
YKL050C	0
YKL049C	4.209453366
YKL048C	2.906890596
YKL047W	3.754887502
YKL046C	6.357552005
YKL045W	2.700439718
YKL044W	3.700439718
YKL043W	5.169925001
YKL042W	3.321928095
YKL041W	4.459431619
YKL040C	4.832890014
YKL039W	5.321928095
YKL038W	3.459431619
YKL037W	NA
YKL035W	8.002815016
YKL036C	NA
YKL034W	3.754887502
YKL033W-A	6.721099189
YKL033W	2.906890596
YKL032C	4.672425342
YKL031W	NA
YKL030W	NA
YKL029C	NA
YKL028W	5.658211483
YKL027W	4.129283017
YKL026C	4.129283017
YKL025C	4.857980995
YKL024C	7.154818109
YKL023C-A	NA
YKL023W	2.807354922
YKL022C	3.807354922
YKL021C	NA
YKL020C	NA
YKL019W	NA
YKL018C-A	NA
YKL018W	NA
YKL017C	NA
YKL016C	7.033423002
YKL015W	4.930737338
YKL014C	3.807354922
YKL013C	5.95419631
YKL012W	NA
YKL011C	NA
YKL010C	4
YKL009W	6.761551232
YKL008C	5.584962501
YKL007W	NA
YKL006C-A	NA
YKL006W	9.570804438
YKL005C	3
YKL004W	5.965784285
YKL003C	6.033423002
YKL002W	5.523561956
YKL001C	7.409390936
YKR001C	5.942514505
YKR002W	3.459431619
YKR003W	NA
YKR004C	NA
YKR005C	3
YKR006C	5.475733431
YKR007W	2.584962501
YKR008W	3.700439718
YKR009C	3.523561956
YKR010C	2
YKR011C	5.087462841
YKR013W	7.243173983
YKR012C	3
YKR014C	6.651051691
YKR015C	1
YKR016W	5.754887502
YKR017C	3.321928095
YKR018C	6.011227255
YKR019C	2.169925001
YKR020W	4.357552005
YKR021W	3.459431619
YKR022C	4.523561956
YKR023W	4.321928095
YKR024C	2.906890596
YKR025W	7.113742166
YKR026C	6.294620749
YKR027W	4.392317423
YKR028W	NA
YKR029C	NA
YKR030W	4.169925001
YKR031C	3.906890596
YKR032W	NA
YKR034W	0
YKR033C	NA
YKR035W-A	NA
YKR035C	NA
YKR036C	4
YKR037C	3.523561956
YKR038C	3.807354922
YKR039W	3
YKR041W	0
YKR040C	NA
YKR042W	7.607330314
YKR043C	6.994353437
YKR044W	NA
YKR045C	NA
YKR046C	4.491853096
YKR047W	NA
YKR048C	NA
YKR049C	6
YKR050W	3.64385619
YKR051W	4.357552005
YKR052C	2.321928095
YKR053C	3.906890596
YKR054C	2.700439718
YKR055W	4.392317423
YKR056W	5.022367813
YKR057W	9.535275377
YKR058W	6.266786541
YKR059W	9.673309076
YKR060W	4.491853096
YKR061W	4.321928095
YKR062W	5.894817763
YKR063C	5
YKR064W	4.392317423
YKR065C	5.22881869
YKR066C	6.108524457
YKR067W	3.321928095
YKR068C	4.044394119
YKR069W	5.06608919
YKR070W	6.392317423
YKR071C	7.409390936
YKR072C	5.554588852
YKR073C	NA
YKR074W	4.781359714
YKR075W-A	NA
YKR075C	4
YKR076W	3.169925001
YKR077W	3.392317423
YKR078W	NA
YKR079C	NA
YKR080W	7.794415866
YKR081C	4.832890014
YKR082W	5.459431619
YKR083C	4.392317423
YKR084C	4.95419631
YKR085C	5.169925001
YKR086W	1
YKR087C	3.906890596
YKR088C	5.781359714
YKR089C	4.044394119
YKR090W	4
YKR091W	5.554588852
YKR092C	6.693486957
YKR093W	4.64385619
YKR094C	NA
YKR095W	4.554588852
YKR095W-A	4.614709844
YKR096W	4.285402219
YKR097W	1.584962501
YKR098C	3.700439718
YKR099W	3.169925001
YKR100C	5.108524457
YKR101W	2.584962501
YKR102W	2.584962501
YKR103W	NA
YKR104W	2.321928095
YKR105C	NA
YKR106W	NA
YLL067W-A	NA
YLL067C	NA
YLL066W-B	NA
YLL066W-A	NA
YLL066C	NA
YLL065W	NA
YLL064C	NA
YLL063C	2.584962501
YLL062C	4.832890014
YLL061W	4.209453366
YLL060C	2.321928095
YLL059C	0
YLL058W	3
YLL057C	3.321928095
YLL056C	2.321928095
YLL055W	5.022367813
YLL054C	2
YLL053C	4.459431619
YLL052C	NA
YLL051C	4.930737338
YLL050C	8.209453366
YLL049W	NA
YLL048C	NA
YLL047W	NA
YLL046C	NA
YLL044W	NA
YLL045C	9.588714636
YLL043W	5.285402219
YLL042C	4.321928095
YLL041C	5.426264755
YLL040C	5.06608919
YLL039C	7.129283017
YLL038C	2.807354922
YLL037W	NA
YLL036C	NA
YLL035W	2
YLL034C	2
YLL033W	4.700439718
YLL032C	3.459431619
YLL031C	3.169925001
YLL030C	0
YLL029W	5.672425342
YLL028W	4.727920455
YLL027W	4.426264755
YLL026W	10.51865316
YLL025W	2.321928095
YLL024C	9.398743692
YLL023C	6.54689446
YLL022C	4.700439718
YLL021W	4.169925001
YLL020C	3.169925001
YLL019W-A	NA
YLL019C	NA
YLL018C-A	2.321928095
YLL018C	7.607330314
YLL015W	4.169925001
YLL014W	6.294620749
YLL013C	1.584962501
YLL012W	3.169925001
YLL011W	4.491853096
YLL010C	3.857980995
YLL009C	6.622051819
YLL008W	3.754887502
YLL007C	0
YLL006W-A	NA
YLL006W	NA
YLL005C	NA
YLL004W	3.169925001
YLL003W	3.523561956
YLL002W	3.459431619
YLL001W	5.022367813
YLR001C	2.807354922
YLR002C	5.87036472
YLR003C	4.247927513
YLR004C	1.321928095
YLR005W	3.857980995
YLR006C	3.169925001
YLR007W	5.409390936
YLR008C	4.857980995
YLR009W	5.554588852
YLR010C	2.321928095
YLR011W	3
YLR012C	0
YLR013W	-1
YLR014C	3.321928095
YLR015W	NA
YLR016C	NA
YLR017W	NA
YLR018C	NA
YLR019W	4.614709844
YLR020C	4.044394119
YLR021W	NA
YLR022C	NA
YLR023C	4.554588852
YLR024C	2.321928095
YLR025W	6.339850003
YLR026C	4.807354922
YLR027C	8.231221181
YLR028C	7.918863237
YLR029C	9.696967526
YLR030W	2
YLR031W	4
YLR032W	2
YLR033W	4.727920455
YLR034C	2.807354922
YLR035C	1.584962501
YLR036C	2.584962501
YLR037C	2.584962501
YLR038C	5.727920455
YLR039C	3.64385619
YLR041W	2.584962501
YLR040C	2.807354922
YLR042C	3.169925001
YLR043C	7.658211483
YLR044C	11.23870328
YLR045C	2.807354922
YLR046C	4
YLR047C	1.584962501
YLR048W	8.670656249
YLR049C	4.044394119
YLR050C	5.475733431
YLR051C	5.64385619
YLR052W	4.882643049
YLR053C	2.321928095
YLR054C	3.321928095
YLR055C	5.303780748
YLR056W	7.22881869
YLR057W	4.832890014
YLR058C	8.296916207
YLR059C	5.375039431
YLR060W	6.475733431
YLR061W	NA
YLR062C	NA
YLR063W	3.087462841
YLR064W	NA
YLR065C	NA
YLR066W	NA
YLR067C	NA
YLR068W	4.700439718
YLR069C	4.426264755
YLR070C	2.584962501
YLR071C	3.857980995
YLR072W	NA
YLR073C	NA
YLR074C	5.686500527
YLR075W	NA
YLR076C	NA
YLR077W	4
YLR078C	6.894817763
YLR079W	5.807354922
YLR080W	3.700439718
YLR081W	0
YLR082C	3.169925001
YLR083C	5.189824559
YLR084C	2.169925001
YLR085C	4.392317423
YLR086W	4.584962501
YLR087C	1.584962501
YLR088W	5.087462841
YLR089C	5.339850003
YLR090W	4
YLR091W	2.807354922
YLR092W	3.087462841
YLR093C	6.794415866
YLR094C	4.169925001
YLR095C	4.209453366
YLR096W	4.781359714
YLR097C	3.700439718
YLR098C	2.321928095
YLR099C	6.169925001
YLR099W-A	4.727920455
YLR100W	NA
YLR101C	NA
YLR102C	NA
YLR103C	3
YLR104W	NA
YLR105C	NA
YLR106C	6.21916852
YLR107W	5.459431619
YLR108C	2.807354922
YLR109W	11.11015702
YLR110C	12.89746734
YLR111W	NA
YLR112W	4.523561956
YLR113W	7.379378367
YLR114C	5.50779464
YLR115W	3.857980995
YLR116W	0.584962501
YLR117C	3.169925001
YLR118C	5.129283017
YLR119W	4.781359714
YLR120C	5.339850003
YLR120W-A	NA
YLR121C	NA
YLR122C	2.321928095
YLR123C	NA
YLR124W	1.584962501
YLR125W	2
YLR126C	4.129283017
YLR127C	4.357552005
YLR128W	2.321928095
YLR129W	4.321928095
YLR130C	5.247927513
YLR131C	1.584962501
YLR132C	3.906890596
YLR133W	4.285402219
YLR134W	3.584962501
YLR135W	3
YLR136C	3.392317423
YLR137W	4.459431619
YLR138W	4.044394119
YLR139C	3.169925001
YLR140W	NA
YLR141W	2.700439718
YLR142W	2.807354922
YLR143W	4.044394119
YLR144C	2.807354922
YLR145W	NA
YLR146C	NA
YLR146W-A	NA
YLR147C	NA
YLR148W	4.857980995
YLR149C	4.247927513
YLR149C-A	NA
YLR150W	8.554588852
YLR151C	2.321928095
YLR152C	3.95419631
YLR153C	7.129283017
YLR154C	5.965784285
YLR154W-A	NA
YLR154W-B	NA
YLR154W-C	NA
YLR154W-E	NA
YLR154W-F	NA
YLR154C-G	NA
YLR154C-H	NA
YLR155C	NA
YLR156W	NA
YLR156C-A	NA
YLR157C	NA
YLR157W-D	NA
YLR157W-E	NA
YLR157C-C	NA
YLR158C	NA
YLR159W	NA
YLR159C-A	NA
YLR160C	NA
YLR161W	NA
YLR162W	NA
YLR162W-A	5
YLR163W-A	NA
YLR163C	5.442943496
YLR164W	4.087462841
YLR165C	3.321928095
YLR166C	3.906890596
YLR167W	13.2227949
YLR168C	3.754887502
YLR169W	NA
YLR171W	NA
YLR170C	NA
YLR172C	5.357552005
YLR173W	1
YLR174W	1
YLR175W	7.62935662
YLR176C	3.392317423
YLR177W	5
YLR178C	6.199672345
YLR179C	8.221587121
YLR180W	7.370687407
YLR181C	5.022367813
YLR182W	2.700439718
YLR183C	4.64385619
YLR184W	0
YLR185W	8.74819285
YLR186W	6.562242424
YLR187W	2
YLR188W	4.087462841
YLR189C	3.906890596
YLR190W	1.584962501
YLR191W	3.700439718
YLR192C	6.044394119
YLR193C	4.491853096
YLR194C	7.087462841
YLR195C	5.894817763
YLR196W	4.882643049
YLR197W	NA
YLR198C	NA
YLR199C	4.832890014
YLR200W	5.209453366
YLR201C	5.754887502
YLR202C	NA
YLR203C	NA
YLR204W	5.426264755
YLR205C	5.807354922
YLR206W	6.366322214
YLR207W	2.584962501
YLR208W	5.95419631
YLR209C	5.554588852
YLR210W	4
YLR211C	2.807354922
YLR212C	2.807354922
YLR213C	1.584962501
YLR214W	5.357552005
YLR215C	1.584962501
YLR217W	NA
YLR216C	8.344295908
YLR218C	4.95419631
YLR219W	4.459431619
YLR220W	4.614709844
YLR221C	4.044394119
YLR222C	5.554588852
YLR222C-A	0
YLR223C	NA
YLR224W	3.169925001
YLR225C	5.266786541
YLR226W	NA
YLR227C	NA
YLR228C	3.584962501
YLR230W	NA
YLR229C	7.060695932
YLR232W	NA
YLR231C	5.339850003
YLR233C	2.321928095
YLR234W	NA
YLR235C	NA
YLR236C	NA
YLR237W	3
YLR238W	4.584962501
YLR239C	1.584962501
YLR240W	4.700439718
YLR241W	NA
YLR242C	NA
YLR243W	4.727920455
YLR244C	6.622051819
YLR245C	2.807354922
YLR246W	3.95419631
YLR247C	3.392317423
YLR248W	4.700439718
YLR249W	9.13442632
YLR250W	4.209453366
YLR251W	NA
YLR252W	5.209453366
YLR253W	NA
YLR254C	NA
YLR255C	0
YLR256W	NA
YLR257W	8.292321633
YLR258W	6.321928095
YLR259C	7.044394119
YLR260W	5.209453366
YLR261C	NA
YLR262C	NA
YLR262C-A	8.638435914
YLR263W	3.754887502
YLR264W	8.192292814
YLR264C-A	9.108524457
YLR265C	3.64385619
YLR266C	4.614709844
YLR267W	2.321928095
YLR268W	NA
YLR270W	4.95419631
YLR269C	NA
YLR271W	4.044394119
YLR272C	3.459431619
YLR273C	1
YLR274W	3.247927513
YLR275W	4.426264755
YLR276C	3.95419631
YLR277C	4.087462841
YLR278C	4.392317423
YLR279W	NA
YLR280C	NA
YLR281C	NA
YLR283W	NA
YLR282C	0
YLR284C	NA
YLR285W	NA
YLR285C-A	NA
YLR286W-A	NA
YLR286C	8.815383296
YLR287C	4.321928095
YLR287C-A	NA
YLR288C	3.169925001
YLR289W	2.584962501
YLR290C	4.832890014
YLR291C	4.906890596
YLR292C	6.266786541
YLR293C	9.46760555
YLR294C	2.321928095
YLR295C	NA
YLR296W	0
YLR297W	3.584962501
YLR298C	3.459431619
YLR299W	NA
YLR299C-A	NA
YLR300W	7.124121312
YLR301W	6.936637939
YLR303W	0
YLR302C	NA
YLR304C	5.988684687
YLR305C	4.727920455
YLR306W	4.832890014
YLR307W	0
YLR307C-A	0
YLR308W	1
YLR309C	4.459431619
YLR310C	3.857980995
YLR311C	0
YLR312C	NA
YLR312W-A	5.584962501
YLR313C	4.807354922
YLR314C	5.62935662
YLR315W	NA
YLR317W	NA
YLR316C	NA
YLR318W	3.459431619
YLR319C	2.906890596
YLR320W	4.169925001
YLR322W	NA
YLR321C	4.807354922
YLR323C	2.584962501
YLR324W	3.857980995
YLR325C	11.30035256
YLR326W	3.857980995
YLR327C	7.379378367
YLR328W	5.285402219
YLR329W	0
YLR330W	6.409390936
YLR332W	5.658211483
YLR331C	NA
YLR333C	9.386940245
YLR334C	0
YLR335W	6.348728154
YLR336C	4.930737338
YLR338W	NA
YLR337C	5.942514505
YLR340W	10.54496443
YLR339C	1
YLR341W	0
YLR342W	7.665335917
YLR342W-A	3.169925001
YLR343W	4.614709844
YLR344W	9.58402294
YLR345W	6.686500527
YLR346C	0
YLR347W-A	NA
YLR347C	3.700439718
YLR349W	1
YLR348C	5.523561956
YLR350W	6.569855608
YLR351C	7.321928095
YLR352W	1.807354922
YLR353W	3.247927513
YLR354C	7.971543554
YLR355C	7.807354922
YLR356W	4.392317423
YLR357W	NA
YLR358C	NA
YLR359W	9.067434361
YLR360W	NA
YLR361C	NA
YLR361C-A	5.64385619
YLR362W	3.700439718
YLR363C	1
YLR363W-A	5.475733431
YLR364W	2.807354922
YLR365W	NA
YLR366W	NA
YLR364C-A	NA
YLR367W	8.189824559
YLR368W	4.209453366
YLR369W	4.554588852
YLR370C	6.491853096
YLR371W	4.285402219
YLR372W	5.569855608
YLR373C	3.95419631
YLR375W	NA
YLR374C	NA
YLR376C	NA
YLR377C	0
YLR379W	5.022367813
YLR378C	6.73470962
YLR380W	6.199672345
YLR381W	3.247927513
YLR382C	4.426264755
YLR383W	4.129283017
YLR384C	5.022367813
YLR385C	NA
YLR386W	3.807354922
YLR387C	5.845490051
YLR388W	10.41996018
YLR389C	6.033423002
YLR390W	5.491853096
YLR390W-A	8.164906927
YLR392C	1
YLR393W	NA
YLR394W	2.700439718
YLR395C	6.139551352
YLR396C	3.169925001
YLR397C	4.491853096
YLR398C	4.087462841
YLR399W-A	NA
YLR399C	5.807354922
YLR400W	NA
YLR401C	NA
YLR402W	2
YLR403W	3.523561956
YLR404W	3.169925001
YLR405W	5.539158811
YLR406C	9.086136225
YLR406C-A	0
YLR407W	2.321928095
YLR408C	3.087462841
YLR409C	4.129283017
YLR410W	5.442943496
YLR411W	0
YLR412W	5.845490051
YLR412C-A	0
YLR413W	5.375039431
YLR414C	6.392317423
YLR415C	2.169925001
YLR416C	NA
YLR417W	5.14974712
YLR418C	4.930737338
YLR419W	3.321928095
YLR420W	7.038918989
YLR421C	6.515699838
YLR422W	4.169925001
YLR423C	0
YLR424W	2.169925001
YLR425W	3.392317423
YLR426W	4.285402219
YLR427W	5.129283017
YLR429W	5.754887502
YLR428C	0
YLR430W	3.700439718
YLR431C	2.700439718
YLR432W	8.154818109
YLR433C	2.700439718
YLR435W	4.700439718
YLR434C	NA
YLR436C	2.321928095
YLR437C	5.686500527
YLR438W	5.523561956
YLR437C-A	NA
YLR438C-A	6.108524457
YLR439W	3.754887502
YLR440C	3.807354922
YLR441C	9.653740779
YLR442C	4.247927513
YLR443W	NA
YLR444C	NA
YLR445W	0
YLR446W	1.584962501
YLR447C	8.335390355
YLR448W	7.761551232
YLR449W	7.055282436
YLR450W	4.807354922
YLR451W	3.087462841
YLR452C	5.491853096
YLR453C	2
YLR454W	3.64385619
YLR455W	3.523561956
YLR456W	4.357552005
YLR458W	NA
YLR457C	1.321928095
YLR459W	4.426264755
YLR460C	NA
YLR461W	0
YLR462W	NA
YLR464W	NA
YLR463C	NA
YLR466W	NA
YLR465C	NA
YLR466C-A	NA
YLR466C-B	NA
YLR467W	NA
YLR467C-A	NA
YML133W-B	NA
YML133W-A	NA
YML133C	NA
YML132W	NA
YML131W	5.303780748
YML130C	8.025139562
YML129C	5.686500527
YML128C	6.721099189
YML127W	4.781359714
YML126C	6.900866808
YML125C	6.257387843
YML124C	6.108524457
YML123C	8.296916207
YML122C	0
YML121W	5.584962501
YML120C	5.321928095
YML119W	4.357552005
YML118W	2.584962501
YML117W	NA
YML116W-A	7.103287808
YML116W	3.247927513
YML115C	4.247927513
YML114C	4.285402219
YML113W	3.459431619
YML112W	4.285402219
YML111W	4.491853096
YML110C	6.971543554
YML109W	3.169925001
YML108W	3
YML107C	4.977279923
YML106W	6.330916878
YML105C	5.169925001
YML104C	4.64385619
YML103C	5.409390936
YML102W	NA
YML101C-A	NA
YML101C	NA
YML100W-A	1.584962501
YML100W	6.727920455
YML099W-A	NA
YML099C	NA
YML098W	4.169925001
YML097C	4.807354922
YML096W	NA
YML095C	NA
YML094W	5.409390936
YML094C-A	NA
YML093W	4.554588852
YML092C	7.77148947
YML091C	2.321928095
YML090W	NA
YML089C	NA
YML088W	5.658211483
YML087C	1.584962501
YML086C	6.033423002
YML085C	5.321928095
YML084W	NA
YML083C	NA
YML082W	4.044394119
YML081C-A	7.64385619
YML081W	5.62935662
YML080W	2.459431619
YML079W	4.087462841
YML078W	6.276124405
YML077W	5.906890596
YML076C	2.321928095
YML075C	3.459431619
YML074C	6.499845887
YML073C	NA
YML072C	5.599912842
YML071C	3.700439718
YML070W	4.700439718
YML069W	4.781359714
YML068W	3.700439718
YML067C	6.794415866
YML066C	1.807354922
YML065W	3.087462841
YML064C	2.807354922
YML063W	9.70822173
YML062C	5.741466986
YML061C	5.06608919
YML060W	2.906890596
YML059C	2.807354922
YML058W-A	3.169925001
YML058W	6.129283017
YML057W	5.442943496
YML057C-A	0
YML056C	8.449148645
YML055W	5.906890596
YML054C	2.906890596
YML054C-A	0.584962501
YML053C	6.451211112
YML052W	3.459431619
YML051W	6.129283017
YML050W	2.584962501
YML049C	3.523561956
YML048W	5.768184325
YML047W-A	NA
YML047C	NA
YML046W	5.108524457
YML043C	3.459431619
YML042W	3.523561956
YML041C	5.459431619
YML038C	4.459431619
YML037C	0
YML036W	4.857980995
YML035C	5.523561956
YML034W	4
YML034C-A	NA
YML032C	3.807354922
YML031W	3.95419631
YML031C-A	0
YML030W	4.554588852
YML029W	3.247927513
YML028W	10.07280253
YML027W	2.169925001
YML026C	NA
YML025C	5.129283017
YML024W	10.04712391
YML023C	4.459431619
YML022W	7.17990909
YML021C	5.285402219
YML020W	2.584962501
YML019W	4.930737338
YML018C	5.087462841
YML017W	2.584962501
YML016C	4
YML015C	4.459431619
YML014W	NA
YML013W	NA
YML012C-A	NA
YML012W	7.73470962
YML011C	5.129283017
YML010W	NA
YML009W-B	NA
YML009C-A	NA
YML009C	6.033423002
YML008C	6.584962501
YML007C-A	2.321928095
YML007W	3.857980995
YML006C	1.584962501
YML005W	NA
YML004C	NA
YML003W	0
YML002W	4
YML001W	6.64385619
YMR001C	4.169925001
YMR001C-A	3.321928095
YMR002W	6.569855608
YMR003W	3.523561956
YMR004W	5.022367813
YMR005W	5.794415866
YMR006C	5.523561956
YMR007W	3.459431619
YMR008C	5.087462841
YMR009W	6.499845887
YMR010W	4.357552005
YMR011W	5.977279923
YMR012W	6.554588852
YMR013C-A	NA
YMR013C	3.584962501
YMR013W-A	3.459431619
YMR014W	3.906890596
YMR015C	4.285402219
YMR016C	4.700439718
YMR017W	0
YMR018W	4.459431619
YMR019W	3.392317423
YMR020W	4.044394119
YMR021C	4.554588852
YMR022W	6.400879436
YMR023C	3.392317423
YMR024W	4.523561956
YMR025W	NA
YMR026C	NA
YMR027W	6.375039431
YMR028W	NA
YMR029C	NA
YMR030W	3.459431619
YMR031W-A	0
YMR031C	5.807354922
YMR032W	NA
YMR030W-A	0
YMR033W	4.857980995
YMR034C	4.523561956
YMR035W	5.209453366
YMR036C	4.906890596
YMR037C	4.087462841
YMR038C	7.098032083
YMR039C	6.864186145
YMR040W	4.392317423
YMR041C	2.584962501
YMR042W	3.169925001
YMR043W	4.930737338
YMR044W	5.357552005
YMR046W-A	NA
YMR047C	3.906890596
YMR048W	3.459431619
YMR049C	5.714245518
YMR052W	NA
YMR052C-A	NA
YMR053C	NA
YMR054W	4.64385619
YMR055C	3.459431619
YMR056C	3.857980995
YMR057C	0
YMR058W	5.06608919
YMR059W	NA
YMR060C	NA
YMR061W	4.087462841
YMR062C	5.942514505
YMR063W	0
YMR064W	3.459431619
YMR065W	4
YMR066W	NA
YMR067C	NA
YMR068W	3.247927513
YMR069W	0
YMR070W	5.409390936
YMR071C	7.113742166
YMR072W	6.209453366
YMR073C	4.426264755
YMR074C	6.707359132
YMR075W	NA
YMR075C-A	NA
YMR076C	3.459431619
YMR077C	4.459431619
YMR078C	2.584962501
YMR079W	3.523561956
YMR080C	5.022367813
YMR081C	2.700439718
YMR082C	0
YMR083W	7.396604781
YMR084W	NA
YMR085W	1
YMR086W	NA
YMR086C-A	NA
YMR087W	NA
YMR088C	NA
YMR089C	4.087462841
YMR090W	5.321928095
YMR091C	5.209453366
YMR092C	6.636624621
YMR093W	2
YMR094W	NA
YMR095C	NA
YMR096W	2.321928095
YMR097C	4.807354922
YMR098C	3
YMR099C	6.14974712
YMR100W	4.781359714
YMR101C	1.584962501
YMR102C	4.700439718
YMR103C	4.321928095
YMR104C	2
YMR105C	6.988684687
YMR105W-A	NA
YMR106C	NA
YMR107W	1.584962501
YMR108W	6.22881869
YMR109W	4.95419631
YMR110C	6.14974712
YMR111C	3.523561956
YMR112C	5.727920455
YMR113W	NA
YMR114C	NA
YMR115W	3.584962501
YMR116C	11.55626654
YMR117C	1.584962501
YMR118C	0
YMR119W	NA
YMR119W-A	8.139551352
YMR120C	8.430452552
YMR121C	6.375039431
YMR122C	-1
YMR122W-A	10.01541505
YMR123W	6.375039431
YMR124W	4.781359714
YMR125W	4.584962501
YMR126C	2.807354922
YMR127C	2
YMR128W	3.64385619
YMR129W	5.409390936
YMR130W	4.523561956
YMR131C	6.942514505
YMR132C	3.523561956
YMR133W	1
YMR134W	3.584962501
YMR135W-A	0
YMR135C	5.426264755
YMR136W	NA
YMR137C	NA
YMR138W	3.459431619
YMR139W	5.375039431
YMR140W	3.807354922
YMR141C	3.087462841
YMR141W-A	NA
YMR142C	9.400879436
YMR143W	8.861086906
YMR144W	3.321928095
YMR145C	7.257387843
YMR146C	6.357552005
YMR147W	2.169925001
YMR148W	3.321928095
YMR149W	NA
YMR151W	0
YMR150C	NA
YMR152W	5.285402219
YMR153W	NA
YMR153C-A	NA
YMR154C	NA
YMR155W	2
YMR156C	3
YMR157C	4.523561956
YMR158W	5.303780748
YMR158C-A	NA
YMR158W-B	NA
YMR159C	NA
YMR160W	4.754887502
YMR161W	6.882643049
YMR162C	1.807354922
YMR163C	3.523561956
YMR164C	3.700439718
YMR165C	3.321928095
YMR166C	2.169925001
YMR167W	3.700439718
YMR168C	3.754887502
YMR169C	4.672425342
YMR170C	5.06608919
YMR171C	4.523561956
YMR172W	NA
YMR172C-A	NA
YMR173W	NA
YMR173W-A	NA
YMR174C	NA
YMR175W	NA
YMR175W-A	0
YMR176W	3.169925001
YMR177W	5.209453366
YMR178W	4.754887502
YMR179W	3.459431619
YMR180C	3.95419631
YMR181C	4.95419631
YMR182C	2.906890596
YMR182W-A	1.584962501
YMR183C	7.438791853
YMR184W	5.475733431
YMR185W	3.906890596
YMR186W	8.736401931
YMR187C	3
YMR188C	4.807354922
YMR189W	4.906890596
YMR190C	1.584962501
YMR191W	5.321928095
YMR192W	2
YMR193W	5.189824559
YMR194W	8.417852515
YMR193C-A	NA
YMR194C-B	4.523561956
YMR194C-A	NA
YMR195W	6.948367232
YMR196W	3.906890596
YMR197C	6.820178962
YMR198W	3.584962501
YMR199W	4.491853096
YMR200W	6.108524457
YMR201C	5.754887502
YMR202W	5.988684687
YMR203W	5.50779464
YMR204C	2.584962501
YMR205C	8.35974956
YMR206W	1
YMR207C	3.392317423
YMR208W	5.459431619
YMR209C	2.906890596
YMR210W	4.044394119
YMR211W	3.64385619
YMR212C	4.169925001
YMR213W	4.584962501
YMR214W	5.965784285
YMR215W	4.426264755
YMR216C	3.321928095
YMR217W	8.047123912
YMR218C	3.321928095
YMR219W	3.807354922
YMR220W	5.523561956
YMR221C	4.044394119
YMR222C	4.523561956
YMR223W	3.584962501
YMR224C	2
YMR225C	6.761551232
YMR226C	6.700439718
YMR227C	2.169925001
YMR228W	2.906890596
YMR229C	5.189824559
YMR230W	10.49785184
YMR230W-A	NA
YMR231W	4.169925001
YMR232W	2
YMR233W	4.087462841
YMR234W	3
YMR235C	7.499845887
YMR236W	4.584962501
YMR237W	5.686500527
YMR238W	5.599912842
YMR239C	4.459431619
YMR240C	4.95419631
YMR241W	6.247927513
YMR242C	8.233619677
YMR242W-A	0
YMR243C	6.357552005
YMR244W	0
YMR245W	2.906890596
YMR244C-A	NA
YMR246W	6.266786541
YMR247C	4.169925001
YMR247W-A	2.807354922
YMR250W	7.103287808
YMR251W	0
YMR251W-A	11.15955603
YMR252C	5.285402219
YMR253C	2.321928095
YMR254C	0
YMR255W	5.658211483
YMR256C	7.710806434
YMR257C	0
YMR258C	5.247927513
YMR259C	4.977279923
YMR260C	8.566054038
YMR261C	5.108524457
YMR262W	4.209453366
YMR263W	3.321928095
YMR264W	6.74819285
YMR265C	4.584962501
YMR266W	4.584962501
YMR267W	4.614709844
YMR268C	3.321928095
YMR269W	5.247927513
YMR270C	4.906890596
YMR271C	3.523561956
YMR272W-A	NA
YMR272C	6.727920455
YMR272W-B	NA
YMR273C	NA
YMR274C	1
YMR275C	4.392317423
YMR276W	6.813781191
YMR277W	4.321928095
YMR278W	NA
YMR279C	NA
YMR280C	0
YMR281W	4.977279923
YMR282C	4.781359714
YMR283C	3.584962501
YMR284W	2.459431619
YMR285C	4.426264755
YMR286W	4.169925001
YMR287C	2.807354922
YMR288W	3.700439718
YMR289W	5.686500527
YMR290W-A	-1
YMR290C	5.189824559
YMR291W	3.523561956
YMR292W	5.832890014
YMR293C	3.459431619
YMR294W	3
YMR294W-A	NA
YMR295C	NA
YMR296C	6.6794801
YMR297W	7.804131021
YMR298W	7.154818109
YMR299C	3.700439718
YMR300C	7.118941073
YMR301C	2.584962501
YMR302C	4.781359714
YMR303C	NA
YMR304W	5.189824559
YMR304C-A	4.523561956
YMR305C	NA
YMR306W	NA
YMR306C-A	NA
YMR307W	7.997179481
YMR307C-A	NA
YMR308C	5.727920455
YMR309C	4.672425342
YMR310C	4.727920455
YMR311C	6.139551352
YMR312W	4.523561956
YMR313C	4.727920455
YMR314W	7.027905997
YMR315W	7.413627929
YMR315W-A	0
YMR316W	NA
YMR316C-A	NA
YMR317W	1.584962501
YMR316C-B	NA
YMR318C	7.22881869
YMR319C	5.087462841
YMR320W	-1
YMR321C	NA
YMR322C	NA
YMR323W	NA
YMR324C	NA
YMR325W	NA
YMR326C	1.584962501
YNL339W-B	NA
