#ORF	Gene	Heat 0' (A)	Heat 0' (A) Call	Heat 0' (B)	Heat 0' (B) Call	Heat 15'	Heat 15' Call	Heat 30'	Heat 30' Call	Heat 45'	Heat 45' Call	Heat 60'	Heat 60' Call	Heat 120'	Heat 120' Call	Acid 0' (A)	Acid 0' (A) Call	Acid 0' (B)	Acid 0' (B) Call	Acid 10'	Acid 10' Call	Acid 20'	Acid 20' Call	Acid 40'	Acid 40' Call	Acid 60'	Acid 60' Call	Acid 80'	Acid 80' Call	Acid 100'	Acid 100' Call	Alkali 0' (A)	Alkali 0' (A) Call	Alkali 0' (B)	Alkali 0' (B) Call	Alkali 10'	Alkali 10' Call	Alkali 20'	Alkali 20' Call	Alkali 40'	Alkali 40' Call	Alkali 60'	Alkali 60' Call	Alkali 80'	Alkali 80' Call	Alkali 100'	Alkali 100' Call	msn2/4 acid 0'	msn2/4 acid 0' Call	msn2/4 acid 10'	msn2/4 acid 10' Call	msn2/4 acid 20'	msn2/4 acid 20' Call	Peroxide 0' (A)	Peroxide 0' (A) Call	Peroxide 0' (B)	Peroxide 0' (B) Call	Peroxide 10'	Peroxide 10' Call	Peroxide 20'	Peroxide 20' Call	Peroxide 40'	Peroxide 40' Call	Peroxide 60'	Peroxide 60' Call	Peroxide 120'	Peroxide 120' Call	NaCl 0'	NaCl 0' Call	NaCl 15'	NaCl 15' Call	NaCl 30'	NaCl 30' Call	NaCl 45'	NaCl 45' Call	NaCl 60'	NaCl 60' Call	NaCl 120'	NaCl 120' Call	Sorbitol 0'	Sorbitol 0' Call	Sorbitol 15'	Sorbitol 15' Call	Sorbitol 30'	Sorbitol 30' Call	Sorbitol 45'	Sorbitol 45' Call	Sorbitol 90'	Sorbitol 90' Call	Sorbitol 120'	Sorbitol 120' Call
orf	gene	heat.0min.a	heat.0min.a.call	heat.0min.b	heat.0min.b.call	heat.15min	heat.15min.call	heat.30min	heat.30min.call	heat.45min	heat.45min.call	heat.60min	heat.60min.call	heat.120min	heat.120min.call	acid.0min.a	acid.0min.a.call	acid.0min.b	acid.0min.b.call	acid.10min	acid.10min.call	acid.20min	acid.20min.call	acid.40min	acid.40min.call	acid.60min	acid.60min.call	acid.80min	acid.80min.call	acid.100min	acid.100min.call	alkali.0min.a	alkali.0min.a.call	alkali.0min.b	alkali.0min.b.call	alkali.10min	alkali.10min.call	alkali.20min	alkali.20min.call	alkali.40min	alkali.40min.call	alkali.60min	alkali.60min.call	alkali.80min	alkali.80min.call	alkali.100min	alkali.100min.call	msn2/4.acid.0min	msn2/4.acid.0min.call	msn2/4.acid.10min	msn2/4.acid.10min.call	msn2/4.acid.20min	msn2/4.acid.20min.call	peroxide.0min.a	peroxide.0min.a.call	peroxide.0min.b	peroxide.0min.b.call	peroxide.10min	peroxide.10min.call	peroxide.20min	peroxide.20min.call	peroxide.40min	peroxide.40min.call	peroxide.60min	peroxide.60min.call	peroxide.120min	peroxide.120min.call	nacl.0min	nacl.0min.call	nacl.15min	nacl.15min.call	nacl.30min	nacl.30min.call	nacl.45min	nacl.45min.call	nacl.60min	nacl.60min.call	nacl.120min	nacl.120min.call	sorbitol.0min	sorbitol.0min.call	sorbitol.15min	sorbitol.15min.call	sorbitol.30min	sorbitol.30min.call	sorbitol.45min	sorbitol.45min.call	sorbitol.90min	sorbitol.90min.call	sorbitol.120min	sorbitol.120min.call
YOR146W	YOR146W	68	P	34.7	A	20	A	61.1	P	20	A	65.4	A	60.9	P	79.3	P	27.9	A	30.8	A	20	A	38.2	A	42.6	P	28.1	P	20	A	79.3	P	27.9	A	38.5	A	49.4	A	51.4	A	20	A	20.1	A	43.3	A	25.5	A	58.9	A	20	A	112.8	A	77.7	P	20	A	20	A	20	A	20	A	21.2	A	80	A	62.4	P	20	A	20	A	20	A	139.5	A	80	A	20	A	48	A	71.9	A	175.7	A	171	A
YOR147W	YOR147W	85.6	P	20	A	50.5	P	112.8	P	114.2	P	89.2	P	20	A	189.1	P	36.2	A	242	P	117.5	P	165.8	P	141.6	P	124.5	P	152.9	P	189.1	P	36.2	A	88	P	114.6	P	170.2	P	89.1	P	138.6	P	125.4	P	72.3	A	20	A	88.6	P	234.2	A	162.1	P	120.2	P	132.4	P	117.8	P	95.5	P	72.6	P	65	P	20	A	146.5	P	59.7	A	153.2	P	20	A	65	P	20	A	110.7	A	89.6	A	20	A	70.5	A
YOR148C	SP12	88.1	P	50.7	P	60.6	P	188.1	P	143.4	P	237.9	P	211.3	P	351	P	61.3	A	308.3	P	221	P	248.2	P	295.9	P	199.8	P	275.8	P	351	P	61.3	A	265.9	P	165.9	P	97	P	129.9	P	207.9	P	189.7	P	153.1	P	196.4	P	154.2	P	376.9	A	177.6	P	83.4	P	53	P	59.6	P	119.2	P	75.1	P	289	P	304.8	P	832.3	P	753.9	P	511.2	P	318.1	A	289	P	154.2	P	522.1	P	436.9	A	202.5	A	379.4	P
YOR149C	SM13	103.2	P	49.2	P	57.2	A	20	A	122.2	P	101.1	P	130	P	151	P	44.6	A	118.7	P	119.7	P	114.6	P	163.5	P	101.5	P	144.3	P	151	P	44.6	A	111.9	P	106.7	P	114.4	P	115	P	88.4	P	134.2	P	80.8	P	52.4	A	88.6	P	335.2	A	125.4	P	66.7	P	61.2	P	89.7	P	126.9	P	134.4	P	31	A	30.5	A	72.9	P	181.4	P	88	A	20	A	31	A	20	A	35.1	A	36.6	A	20	A	75.7	A
YOR150W	MRPL23	563.9	P	460.3	P	726.8	P	992.1	P	637.6	P	660.2	P	719.1	P	571.5	P	546.3	P	884.8	P	728.4	P	666.3	P	741.5	P	508.7	P	711.7	P	571.5	P	546.3	P	856.3	P	505.7	P	548.1	P	554.7	P	516.2	P	447.1	P	812.2	P	1198.3	P	1125.3	P	501.8	A	450.7	P	435.9	P	419.7	P	521.3	P	597.9	P	423.1	P	934	P	426.1	P	1361.6	P	1049.4	P	1151.3	P	959.2	P	934	P	437.6	P	852.4	P	867.1	P	865.9	P	808.6	P
YOR151C	RPB2	931.5	P	733.9	P	827.8	P	1608	P	1065.2	P	1332.2	P	1235.1	P	1724.4	P	1142.7	P	1706.5	P	1332.6	P	1293.5	P	1545.2	P	1371.8	P	1371.9	P	1724.4	P	1142.7	P	1111.2	P	1222.7	P	890.6	P	948.1	P	1160.8	P	1341.3	P	1360.7	P	1335.8	P	1256.4	P	849.3	P	893.5	P	476.1	P	319	P	546.9	P	680.5	P	786.8	P	1518	P	933.6	P	976.5	P	887.5	P	1330.2	P	920	P	1518	P	329.6	P	869	P	1188.7	P	988.1	P	1263.6	P
YOR152C	YOR152C	25.2	A	27.5	A	60.6	P	117.5	P	114.2	P	77.3	P	69.1	P	110.8	P	47.4	P	205	P	167.4	P	125.6	P	191.1	P	113.6	P	117.2	P	110.8	P	47.4	P	119.2	P	134.3	P	63	P	89.1	P	81.3	P	106.5	P	20	A	65.5	A	69.4	P	103.6	A	85.5	P	42.6	P	143.6	P	223.2	P	328.1	P	150.7	P	80	A	69.5	P	215.5	P	91.3	A	233.6	A	105.2	A	80	A	20	A	75.6	A	84.1	A	82.6	A	46.6	A
YOR153W	PDR5	1815.1	P	509.5	P	1500.7	P	1998.3	P	1564.7	P	1480.9	P	1064.5	P	5475.3	P	3132.6	P	5363	P	3769.5	P	3701.6	P	5917.2	P	4070	P	5240.4	P	5475.3	P	3132.6	P	4734.6	P	3516	P	2965.2	P	3545.5	P	3553.8	P	3898.6	P	2776.7	P	3077.5	P	2636	P	4944.2	P	4330	P	3473.1	P	2090.7	P	1779.8	P	2304.9	P	3311.9	P	7396	P	4340	P	5658	P	3205.8	P	9930.5	P	8243.6	P	7396	P	4901.8	P	3782.1	P	7512	P	3931.5	P	4458.5	P
YOR154W	YOR154W	98.2	A	88.3	P	114.4	P	258.6	P	196.6	P	154.6	A	191	P	226	P	61.3	P	134.1	P	124.1	P	134.7	P	198	P	168.5	P	190.1	P	226	P	61.3	P	245.7	P	156	P	142.6	P	102	P	92.4	P	99.9	P	255.1	P	111.3	A	96.3	P	96.5	A	109.9	P	47.7	P	25.9	P	72.4	P	80.7	P	144.7	P	79	A	29.1	A	81.3	P	20	A	156.2	A	61.2	A	79	A	20	A	20	A	25.8	A	73.3	A	20	A
YOR155C	YOR155C	20	A	47.8	A	235.5	P	164.6	A	20	A	20	A	20	A	287.9	P	103.1	A	556.5	P	347.3	P	292.5	P	331.6	P	172.3	P	251.5	P	287.9	P	103.1	A	539.1	P	448.4	P	243.3	P	317.3	A	259.1	P	274	P	314.7	P	163.7	A	84.8	A	20	A	42.2	A	238.6	P	151.3	A	305	P	438.3	P	158	P	575	P	179.4	P	482.5	P	596.4	P	743.2	P	93	A	575	P	297.3	A	522.1	P	413.9	A	452.7	A	416.7	P
YOR156C	NFI1	32.7	A	20	A	77.4	A	20	A	20	A	71.4	A	20	A	20	A	30.7	A	20	A	20	A	26.1	P	44.9	P	20	A	20	P	20	A	30.7	A	20	A	31.6	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	37.2	P	20	A	28	A	46.8	P	82.8	P	20	A	59.2	A	20	A	28	A	84	A	97.8	A	38	A	140.8	A	103.7	A
YOR157C	PU11	735.1	P	277.9	P	831.1	P	949.8	P	531.3	P	672.1	P	568.8	P	1214.8	P	1014.5	P	1507.6	P	1282.7	P	1201	P	1435.8	P	907.7	P	1210.4	P	1214.8	P	1014.5	P	1872.2	P	1566.4	P	937	P	977.8	P	1105.6	P	1373.5	P	1152.4	P	1126.2	P	886.4	P	1061.6	P	1183.2	P	924.1	P	782.2	P	905.7	P	1437.9	P	941.2	P	2031	P	500.5	P	1795	P	2487.7	P	1389.4	P	479.6	P	2031	P	1110.7	P	2520.2	P	2362.4	P	1078.9	P	1667.9	P
YOR158W	PET123	216.5	P	102.8	P	238.9	P	221	P	249.7	P	95.2	P	191	P	264	P	111.5	P	513.3	P	353.9	P	334.7	P	344.3	P	213.8	P	318.7	P	264	P	111.5	P	225.5	P	169.9	P	239	P	116.9	P	170.7	P	125.4	P	212.6	P	222.6	P	323.7	P	233.1	A	205.3	P	157	P	131.3	P	214.8	P	257	P	159.2	P	353	P	325.4	P	534.7	P	845.2	P	605.2	A	310.8	P	353	P	550.3	P	717.7	P	846.7	P	415.5	A	643.7	P
YOR159C	SME1	302.1	P	275	P	249	P	343.2	P	371.9	P	374.7	P	418.5	P	803	P	373.5	P	820.1	P	631.4	P	630.2	P	875.1	P	631.9	P	761.7	P	803	P	373.5	P	663.8	P	464.2	P	473.6	P	588.1	P	551.3	P	405	P	688.9	P	595.9	P	458.6	P	584.6	P	652.7	P	315.7	P	279.6	P	283.3	P	243.5	P	335.9	P	228	P	252.4	P	200.2	P	330.2	P	323.1	P	278.9	P	228	P	192	A	282.3	A	359.6	P	321.2	P	367	P
YOR160W	MTR10	135.9	P	85.4	P	117.8	P	197.5	P	220.5	P	95.2	P	235.6	P	285.8	P	108.7	A	311.4	P	237.2	P	225.1	P	256.8	P	199.8	P	278.7	P	285.8	P	108.7	A	291.6	P	165.9	P	210	P	137.3	P	195.8	P	175.3	P	153.1	P	157.2	P	115.6	P	332.2	P	189.8	P	108.1	P	86.5	P	146.3	P	155.7	P	129.5	P	427	P	310.5	P	285.4	P	818	P	497.5	P	562.8	P	427	P	292.7	P	734.3	P	723.3	P	746	P	694.5	P
YOR161C	YOR161C	166.2	P	130.3	P	885	P	902.8	P	417.1	P	261.7	P	211.3	P	282.5	P	183.9	A	744.6	P	474.3	P	361.8	P	384.6	P	299.4	P	463	P	282.5	P	183.9	A	306.2	P	231.1	P	188.3	P	259.7	P	216.9	P	248.5	P	140.3	P	72	A	88.6	P	429.7	A	271.9	P	259.3	P	373.8	P	568.6	P	900.3	P	223.9	P	211	P	687.7	P	4492.8	P	9207.7	P	5392.2	P	2794.4	P	211	P	3260.2	P	6865.1	P	4024.7	P	1038.2	P	1902.2	P
YOR162C	YRR1	30.2	A	56.5	P	90.9	P	145.8	P	114.2	P	107.1	P	170.6	P	93.4	P	133.8	P	114.1	P	112.3	P	81.4	P	100.2	P	60.6	P	101.5	P	93.4	P	133.8	P	132	P	39.5	A	60.8	P	72.4	P	59.2	P	103.2	P	72.3	P	78.6	P	57.8	P	223.5	A	43.3	P	58.1	P	73.6	P	232.1	P	187.7	P	39.9	P	178	P	89.3	P	164.2	P	446.5	P	238.1	P	438	P	178	P	248.4	P	579.3	P	409.8	P	274.7	P	331.7	P
YOR163W	YOR163W	148.5	P	115.8	P	117.8	P	178.7	P	188.6	P	107.1	P	227.5	P	459.6	P	301	P	494.8	P	580	P	460.3	P	586.1	P	321.7	P	493	P	459.6	P	301	P	550.1	P	460.2	P	408.4	P	421.2	P	424.8	P	467.1	P	301.9	P	203	P	212	P	332.2	A	297.5	P	350.8	P	273.7	P	295.2	P	387.7	P	300.2	P	788	P	426.8	P	616.7	P	1250.4	P	1331.8	P	1556.2	P	788	P	561.4	P	891.1	P	2344.8	P	842.6	P	1577.7	P
YOR164C	YOR164C	176.2	P	133.2	P	131.2	P	263.3	P	271	P	208.2	P	357.5	P	660.6	P	429.2	P	681.4	P	522.8	P	463.3	P	711.6	P	417.5	P	458.7	P	660.6	P	429.2	P	498.8	P	515.5	P	620.6	P	645.7	P	640.7	P	640.2	P	399.7	P	347	P	281.3	P	347.4	A	351.9	P	397.9	P	280.8	P	339.5	P	266.6	P	274.8	P	350	P	464.3	P	639	P	622.5	P	606.7	P	401.3	P	350	P	209.6	P	415.1	P	633.7	P	366.6	P	466.5	P
YOR165W	YOR165W	171.2	P	110	P	138	P	296.2	P	178	P	202.2	P	451	P	457.5	P	298.2	P	481	P	406	P	387.9	P	523.9	P	385.6	P	388.7	P	457.5	P	298.2	P	322.7	P	347.6	P	288.9	P	311.7	P	319.3	P	296.2	P	348.7	P	366.7	P	385.4	P	273.3	A	273.1	P	178.3	P	87.7	P	118.3	P	162.8	P	246.9	P	426	P	329.6	P	434.9	P	521.4	P	309.4	P	278.9	P	426	P	137.6	P	197.4	A	731.4	P	677.4	P	637.5	P
YOR166C	YOR166C	166.2	P	59.3	P	94.2	P	174	P	178	P	136.8	A	48.8	A	176	P	100.3	P	106.4	P	121.1	P	123.6	P	163.5	P	126.4	P	95.7	P	176	P	100.3	P	56.8	A	100.7	P	72.4	P	59.4	P	96.4	P	91	P	106.3	P	176.8	A	131	P	44.7	A	119.9	P	31.6	P	46.5	P	29.1	P	45.5	P	61.7	A	211	P	134	P	303.8	P	398.7	P	423.2	P	408.6	P	211	P	68.3	A	280.4	A	605.2	P	357.3	P	396	P
YOR167C	RPS28A	19346.5	P	10977.8	P	7611.3	P	15187.1	P	10838.4	P	17455.7	P	11420.8	P	11996	P	19411.4	P	15649.8	P	7449.4	P	9500.7	P	12861.4	P	4956.6	P	13083.2	P	11996	P	19411.4	P	7767.5	P	7964.3	P	6548.7	P	11182	P	7779.4	P	8058	P	24208	P	21693.3	P	13700.5	P	6298.9	P	13845.8	P	7317.7	P	6529.3	P	3505.3	P	2446.5	P	7788.3	P	8011	P	7748.5	P	10182.9	P	6438.7	P	14277.7	P	13467.7	P	8011	P	6453	P	4975.8	P	10103.8	P	10482.9	P	9284.9	P
YOR168W	GLN4	1913.2	P	773	P	837.8	P	1443.5	P	1243.2	P	1201.4	P	1373.3	P	1523.4	P	1240.2	P	1196.2	P	1003	P	824.1	P	1275.8	P	1237.7	P	1066.1	P	1523.4	P	1240.2	P	819.7	P	744.7	P	729.2	P	629	P	754.1	P	773.3	P	1441.5	P	1538.8	P	1406.7	P	1140.8	P	1246.5	P	747.5	P	499.7	P	262.6	P	401.1	P	852.2	P	745	P	1210.8	P	1422.9	P	1210.2	P	1580.5	P	430.7	P	745	P	379.5	P	671.6	P	1266	P	801.9	P	1058.4	P
YOR169C	YOR169C	241.7	P	189.6	P	333.1	P	244.5	P	313.5	P	196.3	P	308.8	P	248.8	P	181.2	P	274.4	P	161.5	P	177.9	P	274	P	230.4	P	221.5	P	248.8	P	181.2	P	242	P	246.9	P	170.2	P	205.9	P	182.8	P	148.7	P	106.3	P	98.2	P	80.9	P	352.5	A	239.8	P	136.9	P	164.8	P	127.6	P	142.9	P	207.6	P	222	P	131.1	P	185.6	P	228.1	P	221.5	P	71	A	222	P	83.1	A	282.3	P	415.2	P	180.4	P	291.3	P
YOR170W	YOR170W	20	A	20	A	20	A	65.8	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	37.5	A	20	A	20	A	26.1	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	P	57.7	P	20	A	46	A	40.4	A	78.2	P	53.2	A	41	A	20	A	46	A	70.2	A	64.6	A	86.8	A	23.3	A	175.2	P
YOR171C	LCB4	20.1	A	20	A	37	P	61.1	A	37.2	P	59.5	A	36.6	A	82.6	P	22.3	A	106.4	P	76.4	P	60.3	P	103.6	P	63.2	P	75.7	P	82.6	P	22.3	A	47.7	A	27.7	A	53.6	A	57.5	A	34.1	P	65.5	P	51	P	32.7	A	38.5	A	158.5	A	43.3	P	61.5	P	39.4	P	50.3	P	92.3	P	20	A	20	A	20	A	40.7	P	85.8	P	119.8	A	88.1	P	20	A	44.3	A	169.7	A	230.7	P	58.2	A	87.1	A
YOR172W	YOR172W	146	P	86.8	P	178.3	P	206.9	P	167.4	P	190.3	P	195	P	116.3	P	58.5	A	152.6	P	141	P	91.5	P	155.4	P	141.1	P	98.6	P	116.3	P	58.5	A	45.8	A	77	P	57.2	A	90.9	P	68.3	P	58.8	P	178.6	P	235.7	P	146.4	P	180.3	P	103.2	P	28.8	P	43	P	76.4	P	58.3	P	35.7	A	217	A	97.8	P	273.1	P	275.9	P	247.2	A	364.6	P	217	A	181	P	383.7	P	485.8	P	385.2	P	389.8	P
YOR173W	YOR173W	47.8	P	20	A	292.7	P	225.7	P	143.4	P	47.6	P	81.3	P	22.8	P	30.7	A	353	P	281.9	P	159.8	P	179.6	P	76.6	P	164.3	P	22.8	P	30.7	A	667.5	P	132.3	P	50.7	A	53.8	P	68.3	P	64.3	P	51	P	20	A	20	A	199.6	A	20	A	74.8	P	251.9	P	576.5	P	681.2	P	55.7	P	50	A	116.3	P	1721.3	P	1990.2	P	1073.9	P	501.6	P	50	A	271.5	P	1608.8	P	1232.1	P	60.5	A	228.1	P
YOR174W	MED4	261.8	P	150.5	A	269.2	P	550.1	P	587.1	P	576.9	P	609.4	P	362.9	P	256.4	P	403.9	P	255.5	P	312.6	P	315.5	P	335.1	P	304.4	P	362.9	P	256.4	P	271.4	P	63.2	P	121.6	P	181.8	P	186.8	P	123.1	P	574.1	P	563.1	P	404.7	P	294.6	A	222	P	176	P	151.9	P	141.9	P	111.5	P	79.3	P	1800	P	1306.5	P	2795.2	P	2482.3	P	2090.2	P	1803.4	P	1800	P	1735.8	P	2103.2	P	2727.5	P	2178.7	P	2191.4	P
YOR175C	YOR175C	143.5	P	167.9	P	87.5	P	296.2	P	241.7	P	291.4	P	345.3	P	1037.7	P	574.1	P	1042.1	P	732	P	732.7	P	1190.6	P	686.8	P	603.1	P	1037.7	P	574.1	P	443.8	P	322	P	483	P	460.1	P	543.3	P	532.5	P	416.7	P	445.3	P	462.5	P	534.9	A	496.2	P	311.7	P	128.9	P	205.5	P	285.1	P	377.7	P	483	P	441.7	P	863.7	P	495.4	P	650.7	P	420.9	P	483	P	291.8	P	450.2	P	439.6	P	477.2	P	582.6	P
YOR176W	HEM15	329.8	P	256.2	P	259.1	P	630.1	P	441	P	553.1	P	560.7	P	575.9	P	571.3	P	884.8	P	813.5	P	844.2	P	909.6	P	495.3	P	508.8	P	575.9	P	571.3	P	696.8	P	379.3	P	519.9	P	493.5	P	660.8	P	731.1	P	603.8	P	484.5	P	435.5	P	380.4	A	304.1	P	473.2	P	347.9	P	358.2	P	164	P	276	P	731	P	745.8	P	1090	P	1300.3	P	1010.2	P	758.5	P	731	P	621.4	P	1243.5	P	1625.6	P	885.7	P	1687.6	P
YOR177C	YOR177C	20	A	20	A	20	A	20	A	26.6	A	29.7	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	27.2	P	20	A	20	A	38.5	A	20	A	20	A	20	A	20	A	20	A	20	A	58.9	A	20	A	20	A	20	A	29.3	P	20	A	20	A	20	A	20	A	72	A	61	A	332.9	P	209.7	P	20	A	271.6	P	72	A	38.8	A	177.1	A	169.6	A	136.2	A	126.5	A
YOR178C	GAC1	20	A	23.2	A	40.4	A	94	A	39.8	A	71.4	A	113.8	P	20	A	55.7	A	50.9	P	32.3	P	27.1	P	40.3	P	24.9	P	45.7	P	20	A	55.7	A	155.9	P	102.7	P	67.3	P	33.4	P	39.2	P	42.2	P	20	A	20	A	20	A	20	A	20	A	35.7	P	31.8	P	31.5	P	35.9	P	31.5	A	33	A	20	A	56.8	A	121.7	P	276.1	P	264.3	P	33	A	36	A	90.4	A	35.3	A	20	A	45.6	A
YOR179C	YOR179C	153.6	P	86.8	P	94.2	P	230.4	P	188.6	P	226	P	174.7	P	171.7	P	69.7	P	200.4	P	130	P	141.7	P	191.1	P	151.3	P	154.3	P	171.7	P	69.7	P	225.5	P	73.1	A	86.9	P	83.5	P	84.4	P	93.2	P	250.9	P	288.1	P	169.6	P	99.6	A	142.1	P	165	P	131.8	P	83.3	P	73	P	77.5	P	268	P	226.1	P	240.1	P	220.5	P	201.7	P	227.6	P	268	P	98.8	A	250.9	P	264.6	P	135	A	176.2	P
YOR180C	EHD2	93.1	P	53.6	P	100.9	P	98.7	A	114.2	P	35.7	A	97.5	P	71.7	P	89.2	P	101.7	P	69	P	64.3	P	109.4	P	51.1	P	80	P	71.7	P	89.2	P	137.5	A	156	P	99.2	P	70.5	P	47.2	P	75.4	P	63.8	P	104.8	P	73.2	P	50.8	A	75.5	P	35.7	P	24.7	A	46.8	P	41	P	50.8	A	80	P	20	A	115.8	P	71.7	A	210.8	P	48.9	A	80	P	55.4	P	164.2	P	65.1	A	85	A	121.3	A
YOR181W	LAS17	161.1	A	94.1	P	242.3	P	192.8	P	119.5	P	142.7	A	235.6	P	110.8	P	122.6	A	260.5	P	213.7	P	141.7	P	186.5	P	136.6	P	160.1	P	110.8	P	122.6	A	38.5	A	73.1	A	20	A	20	A	25.1	A	83.2	A	238.1	P	288.1	P	219.7	P	173.7	A	129.9	P	72.5	P	54.7	P	80.3	P	189.7	P	32.1	A	363	P	46.1	A	20	A	20	A	116.8	A	31.8	A	363	P	328.7	A	833.9	P	620.1	P	275.8	A	461.3	P
YOR182C	RPS30B	9719.8	P	7046.4	P	4909.3	P	11613.7	P	9534.1	P	10247.4	P	8706.8	P	16832.4	P	15674	P	20749.2	P	10943.6	P	11158	P	14805	P	10944.8	P	15188.3	P	16832.4	P	15674	P	13684.8	P	12610.1	P	9514.6	P	10100.4	P	11374.4	P	11796.9	P	16260.6	P	12349.4	P	9310.9	P	10034.7	P	13258.7	P	10550.4	P	7253.8	P	3921.7	P	3703.7	P	9552.6	P	16472	P	11196.7	P	13982.3	P	12335.3	P	19619.9	P	8253.4	P	16472	P	9938.4	P	7496	P	14442	P	14200.3	P	13903.1	P
YOR183W	YOR183W	32.7	A	20	A	20	A	20	A	34.5	A	65.4	A	20	A	33.7	P	41.8	A	40.1	P	20	A	26.1	A	42.6	P	20	A	38.6	P	33.7	P	41.8	A	20	A	59.3	A	20	A	20	A	20	A	20	A	20	A	45.8	A	34.7	A	123.4	A	20	A	21.9	P	20	A	20	A	20	A	20	A	20	A	24.8	A	20	A	22.8	A	101.6	A	20	A	20	A	20	A	175.3	A	20	A	20	A	20	A
YOR184W	SER1	513.6	P	335.8	P	363.4	P	634.8	P	491.4	P	434.2	P	524.1	P	1334.3	P	535.1	P	937.3	P	828.9	P	667.4	P	1061.6	P	756.4	P	906	P	1334.3	P	535.1	P	3027.4	P	3277	P	2039.1	P	1480.5	P	1535.4	P	1747.4	P	888.7	P	622.1	P	612.8	P	1218.5	P	1127.7	P	825.1	P	487.4	P	347.9	P	451.1	P	451.5	P	4435	P	3370.2	P	3236.3	P	2345.4	P	4388.1	P	2238.9	P	4435	P	2230.7	P	2273	P	3865.9	P	3152.9	P	3236.3	P
YOR185C	GS12	110.8	P	115.8	P	932.1	P	1217.8	P	714.6	P	493.6	P	686.6	P	291.2	P	125.4	A	1213.2	P	1132.2	P	794	P	864.7	P	510.7	P	716	P	291.2	P	125.4	A	1659.5	P	1195	P	740	P	742.1	P	727	P	618	P	854.7	P	261.9	P	146.4	P	477.5	P	294.1	P	477.8	P	549.2	P	1031.3	P	1339.2	P	671.2	P	554	P	328.2	P	1847.9	P	2297.6	P	3855.7	P	1818	P	554	P	997.2	P	2887.3	P	2830.6	P	634.3	P	596.1	P
YOR186W	YOR186W	20	A	40.5	A	23.6	A	20	A	20	A	20	A	20	A	20	A	20	A	24.7	A	20	A	20	A	20.7	A	20	A	30	A	20	A	20	A	20	A	29.6	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	185.9	A	20	A	20	A	20	A	20	A	29.5	A	20	A	20	A	97.8	A	298.4	P	219.4	P	37.9	A	159	A	20	A	186.5	P	162.4	A	119.4	A	76.8	A	20	A
YOR187W	TUF1	931.5	P	563.1	P	683.1	P	1974.8	P	1105.1	P	1207.3	P	1174.2	P	1833.1	P	1240.2	P	3152.5	P	2754.8	P	2109.6	P	2233.8	P	1712	P	2115	P	1833.1	P	1240.2	P	2062.9	P	1633.5	P	1399.7	P	1530.6	P	1399.8	P	1447.8	P	1951.8	P	2422.7	P	2524.3	P	1267.3	P	1144.4	P	1043.7	P	685.7	P	939.7	P	1057.9	P	1128.2	P	1083	P	410.5	P	986.5	P	562.7	P	1215	P	557.9	P	1083	P	177.3	P	457.5	P	624.2	P	547	P	711.1	P
YOR188W	MSB1	191.3	P	107.1	P	87.5	P	286.8	P	239.1	P	350.9	P	325	P	257.5	P	248	P	205	P	193.1	P	249.3	P	324.7	P	264.9	P	207.2	P	257.5	P	248	P	89.9	P	75.1	P	82.5	P	100.2	A	150.6	P	169.7	P	182.8	P	196.4	P	177.3	P	175.2	A	146.5	P	55.8	P	32.4	P	48.3	P	38.4	P	105.3	P	462	P	149.6	P	64.4	A	115.2	A	100.1	A	269.2	P	462	P	95.1	A	99.6	A	393.5	A	504	P	349.3	P
YOR189W	YOR189W	256.8	P	92.6	P	161.5	P	347.9	P	321.4	P	220.1	P	199.1	P	302.1	P	253.6	P	316	P	288.6	P	293.5	P	428.3	P	185.8	P	278.7	P	302.1	P	253.6	P	247.5	P	241	P	242.6	P	215.2	P	236	P	262.9	P	357.2	P	353.6	P	273.6	P	189	A	250.9	P	202.4	P	152.4	P	178.9	P	163.4	P	147.7	P	269	P	141.1	P	260	P	177.1	P	395.9	P	325.4	P	269	P	133	A	201.1	A	194	A	229.3	A	166.9	P
YOR190W	SPR1	20	A	20	A	40.4	P	20	A	20	A	47.6	A	20	A	33.7	P	20	A	57	A	25.7	A	32.2	A	35.7	P	20	P	44.3	P	33.7	P	20	A	20	A	20	A	23.2	A	27.8	A	22.1	A	23.3	A	59.5	P	20	A	20	A	20	A	20	A	20	A	20.6	A	20	A	37.8	P	20	A	31	A	24.8	A	66.7	P	217.3	A	21.2	A	73.4	A	31	A	48	A	155	A	187.3	P	137.3	A	75.7	A
