# From http://www.ebi.ac.uk/huber-srv/actinomycinD/ , Supplementary Table 1, Antisense artifacts in transcriptome microarray experiments are resolved by actinomycin D, Fabiana Perocchi+, Zhenyu Xu+, Sandra Clauder-Münster and Lars M. Steinmetz*. Nucleic Acids Research, 26 September 2007
orf	annotation	chr	start	end	strand	actd.level	no.actd.level	sense.fold.diff	sense.overlap	asense.actd.level	asense.no.actd.level	asense.fold.diff	asense.overlap
YOR207C	Verified	15	730008	733457	-	2.483229734	2.135259473	0.347970261	3	-1.589831907	-1.210779448	-0.379052459	4
YOR208W	Verified	15	733925	736177	+	1.544779505	1.437976302	0.106803204	3	-1.519093158	-1.174838146	-0.344255012	4
YOR209C	Verified	15	736437	737726	-	3.786564249	3.603099364	0.183464886	3	-1.585734205	-0.430033909	-1.155700296	4
YOR210W	Verified	15	738320	738532	+	4.267810222	4.13916303	0.128647192	3	-1.487486897	-1.043382829	-0.444104068	4
YOR211C	Verified	15	738924	741632	-	1.630336003	1.412325642	0.218010361	3	-1.586182111	-1.358342321	-0.22783979	4
YOR212W	Verified	15	742910	744181	+	0.629807169	0.547305575	0.082501594	3	-1.393500415	-1.495730871	0.102230456	4
YOR213C	Verified	15	744535	745281	-	2.616821509	2.381872486	0.234949023	3	-1.214395903	-0.823798707	-0.390597196	4
YOR214C	Uncharacterized	15	745593	746303	-	-1.628585146	-1.885057667	0.25647252	4	-1.515334363	-1.865906045	0.350571682	4
YOR215C	Uncharacterized	15	746725	747282	-	3.186331827	3.25600589	-0.069674063	3	-1.353005756	-0.320828756	-1.032177	4
YOR216C	Verified	15	747525	748979	-	2.247038872	1.904401575	0.342637296	3	-1.477607112	-1.339572405	-0.138034707	4
YOR217W	Verified	15	749301	751886	+	3.195159246	2.889152561	0.306006685	3	-1.479795602	-0.452708325	-1.027087278	4
YOR219C	Verified	15	752214	755009	-	2.445109628	2.327383329	0.117726299	3	-1.484217637	-0.988241137	-0.4959765	4
YOR220W	Uncharacterized	15	755328	756125	+	3.255365039	3.421581309	-0.16621627	3	-1.527771025	-1.140874741	-0.386896284	4
YOR221C	Verified	15	756476	757831	-	2.032916325	2.044231617	-0.011315292	3	-1.481826994	-0.702562427	-0.779264567	4
YOR222W	Verified	15	758330	759253	+	3.171419461	2.819928547	0.351490914	3	-1.260950939	-0.7853761	-0.475574838	4
YOR223W	Uncharacterized	15	759782	760660	+	2.395406838	2.143120667	0.252286171	3	-0.90844533	-0.271341829	-0.637103501	4
YOR224C	Verified	15	760825	761265	-	4.412879592	4.273152162	0.139727431	3	-1.507693924	1.632173667	-3.139867591	2
YOR226C	Verified	15	761614	762084	-	2.891585008	2.701879074	0.189705933	3	-1.038068534	-0.274170028	-0.763898506	4
YOR227W	Uncharacterized	15	762825	766565	+	2.449738184	2.483799482	-0.034061298	3	-1.48960842	-0.947212748	-0.542395672	4
YOR228C	Uncharacterized	15	766869	767777	-	1.362322937	1.259631977	0.102690959	3	-1.427054073	-1.283126153	-0.14392792	4
YOR229W	Verified	15	768409	769812	+	2.288778277	1.877297376	0.411480901	3	-1.326906142	-0.670718204	-0.656187937	4
YOR230W	Verified	15	770800	772113	+	4.516073873	4.616666916	-0.100593043	3	-0.471836929	1.278477663	-1.750314591	2
YOR231W	Verified	15	772601	774127	+	2.373949002	2.295281403	0.078667599	3	-1.399900367	-0.637093102	-0.762807266	4
YOR232W	Verified	15	774573	775259	+	3.792383207	3.750862946	0.041520261	3	-1.521045428	-0.824128889	-0.696916538	4
YOR233W	Verified	15	775846	778248	+	2.464246213	1.999805944	0.464440269	3	-1.469027078	-0.640741395	-0.828285684	4
YOR234C	Verified	15	778555	779405	-	1.355104917	0.899921824	0.455183093	3	-1.554827457	-1.701742203	0.146914745	4
YOR236W	Verified	15	780906	781541	+	2.20987813	2.175844053	0.034034078	3	-1.24619838	-0.9078169	-0.33838148	4
YOR237W	Verified	15	781994	783298	+	-0.584353611	-0.942003108	0.357649497	4	-1.528320114	-1.735521887	0.207201773	4
YOR238W	Uncharacterized	15	783677	784588	+	2.230257906	2.060521933	0.169735973	3	-1.297458547	-1.18881424	-0.108644307	4
YOR239W	Verified	15	784857	786744	+	2.646356024	2.560596588	0.085759436	3	-1.514530861	-1.172366004	-0.342164858	4
YOR241W	Verified	15	786995	788641	+	2.577579713	2.35165424	0.225925472	3	-1.580005414	-1.086795611	-0.493209803	4
YOR242C	Verified	15	788742	789857	-	-0.291542428	-0.681179038	0.38963661	4	-1.559098329	-1.692800047	0.133701718	4
YOR243C	Verified	15	790211	792241	-	3.19169147	2.716110272	0.475581199	3	-1.540841733	-1.147034027	-0.393807706	4
YOR244W	Verified	15	792531	793868	+	2.460398616	2.043650743	0.416747873	3	-1.556842141	-1.395290392	-0.161551749	4
YOR245C	Verified	15	794076	795332	-	2.607777747	2.778853886	-0.171076139	3	-1.494900319	-1.144470573	-0.350429746	4
YOR246C	Uncharacterized	15	795801	796793	-	3.977429718	3.743827605	0.233602113	3	-1.249390138	0.150783245	-1.400173383	2
YOR247W	Verified	15	797676	798308	+	5.063227875	5.140143181	-0.076915306	3	-1.081727723	0.454379315	-1.536107038	2
YOR249C	Verified	15	798674	800731	-	1.453449699	1.095396704	0.358052995	3	-1.580797187	-1.489902399	-0.090894788	4
YOR250C	Verified	15	800970	802307	-	1.265527513	1.199167608	0.066359905	3	-1.550907184	-1.383422812	-0.167484372	4
YOR251C	Uncharacterized	15	802550	803464	-	3.340637381	3.14835232	0.192285061	3	-1.339227803	-0.248161693	-1.09106611	4
YOR252W	Uncharacterized	15	803777	804202	+	1.909499672	1.642980613	0.266519059	3	-1.48340337	-1.565652993	0.082249623	4
YOR253W	Verified	15	804376	804906	+	3.961072094	3.979030132	-0.017958039	3	-0.254633557	0.273618735	-0.528252292	2
YOR254C	Verified	15	805031	807022	-	4.429413961	4.294891503	0.134522458	3	-1.306721942	0.702378627	-2.009100569	2
YOR255W	Verified	15	807270	808106	+	-1.567246513	-1.921185792	0.353939279	4	-1.691217986	-1.930603579	0.239385593	4
YOR256C	Uncharacterized	15	808252	810681	-	2.45442893	2.257734368	0.196694562	3	-1.53899048	-1.039455517	-0.499534963	4
YOR257W	Verified	15	811006	811491	+	2.74061029	2.6775563	0.06305399	3	-1.415694447	-0.659623286	-0.756071161	4
YOR258W	Verified	15	811669	812322	+	1.196830825	0.8657268	0.331104025	3	-0.91445394	-1.01614185	0.10168791	4
YOR259C	Verified	15	812393	813706	-	4.226304006	4.00710626	0.219197746	3	-1.251591317	0.306141639	-1.557732956	2
YOR260W	Verified	15	813982	815718	+	3.792666479	3.543663272	0.249003207	3	-1.337572332	-0.042146994	-1.295425338	4
YOR261C	Verified	15	815913	816929	-	3.4191687	3.123924871	0.295243829	3	-1.492162425	-0.654945083	-0.837217342	4
YOR262W	Uncharacterized	15	817289	818332	+	2.539063353	2.105860164	0.433203188	3	-0.351229991	-0.57941884	0.228188849	4
YOR264W	Verified	15	818863	820155	+	2.766657999	2.655747025	0.110910973	3	-1.511328584	-0.711158886	-0.800169699	4
YOR265W	Verified	15	820451	820771	+	2.840383745	3.030944535	-0.19056079	3	-1.535095767	-1.373486326	-0.16160944	4
YOR266W	Verified	15	821020	822291	+	1.330488222	1.066644827	0.263843395	3	-1.587207333	-1.613463294	0.026255961	4
YOR267C	Verified	15	822585	824864	-	2.618150515	2.502162354	0.115988161	3	-1.403239662	-0.920906758	-0.482332903	4
YOR268C	Uncharacterized	15	825531	825929	-	-1.393140174	-1.646446787	0.253306613	4	-1.038764487	-1.113177159	0.074412671	4
YOR269W	Verified	15	826382	827866	+	1.344729002	1.122253959	0.222475043	3	-1.582177179	-1.458100156	-0.124077022	4
YOR270C	Verified	15	828049	830571	-	4.519149054	4.527317098	-0.008168043	3	-1.443730079	-0.048407413	-1.395322666	4
YOR271C	Uncharacterized	15	831056	832039	-	3.524197991	3.199480281	0.32471771	3	-1.097258368	-0.08041566	-1.016842708	4
YOR272W	Verified	15	832810	834192	+	3.471702888	3.134326395	0.337376493	3	-1.200511034	-0.294746828	-0.905764206	4
YOR273C	Verified	15	834449	836428	-	3.469543988	3.617607449	-0.148063461	3	-1.441970162	-0.101551185	-1.340418977	4
YOR274W	Verified	15	837671	838957	+	1.425496794	0.922470053	0.503026741	3	-1.249085315	-0.985321857	-0.263763458	4
YOR275C	Verified	15	839081	841066	-	1.522613309	1.597800375	-0.075187066	3	-1.593120638	-1.61165	0.018529362	4
YOR276W	Verified	15	841330	841815	+	4.628897421	4.685277274	-0.056379853	3	-1.071473636	0.545909778	-1.617383414	2
YOR278W	Verified	15	842814	843641	+	1.777774044	1.789080972	-0.011306927	3	-1.285911467	-1.332851977	0.04694051	4
YOR279C	Verified	15	843695	844627	-	1.188913913	0.71740283	0.471511082	3	-1.479093959	-1.345385006	-0.133708953	4
YOR280C	Verified	15	844989	845789	-	1.89679317	1.99328023	-0.09648706	3	-0.967177097	-0.848791413	-0.118385683	4
YOR281C	Verified	15	846266	847126	-	2.950892905	2.742177479	0.208715426	3	-1.481322008	-0.843551339	-0.637770668	4
YOR283W	Uncharacterized	15	847450	848142	+	3.072207121	2.769017531	0.30318959	3	-1.645039874	-1.339445674	-0.3055942	4
YOR284W	Uncharacterized	15	848475	849206	+	0.890460706	0.81853076	0.071929946	3	-1.442086375	-1.416545481	-0.025540894	4
YOR285W	Uncharacterized	15	849632	850051	+	4.970054251	5.171058795	-0.201004544	3	-0.680234612	-0.072184233	-0.60805038	4
YOR286W	Uncharacterized	15	850277	850726	+	3.553346012	3.361101363	0.192244649	3	-1.40163011	-1.121506925	-0.280123185	4
YOR287C	Uncharacterized	15	850934	851836	-	1.500035721	0.832648302	0.667387419	3	-1.597191282	-1.699146806	0.101955524	4
YOR288C	Verified	15	852118	853074	-	2.954431439	2.975407319	-0.02097588	3	-1.271432938	-0.851053565	-0.420379373	4
YOR289W	Uncharacterized	15	853354	854109	+	1.662094775	2.193843101	-0.531748327	3	-0.4221509	-0.266170484	-0.155980416	4
YOR290C	Verified	15	855144	860255	-	2.002225868	1.668375434	0.333850434	3	-1.53342672	-1.23827861	-0.295148111	4
YOR291W	Uncharacterized	15	861172	865590	+	2.307548299	2.314654614	-0.007106315	3	-1.582743334	-1.212186071	-0.370557263	4
YOR292C	Uncharacterized	15	865650	866579	-	2.13603989	2.159806653	-0.023766764	3	-1.21152138	-0.944400487	-0.267120893	4
YOR293C-A	Uncharacterized	15	867995	868144	-	-0.213940448	-0.915319347	0.7013789	4	-0.504653355	-0.922924865	0.41827151	4
YOR293W	Verified	15	867095	867849	+	2.552318419	2.108175987	0.444142433	3	-1.507650257	-1.2513335	-0.256316757	4
YOR294W	Verified	15	868337	868948	+	3.495563836	2.880842056	0.61472178	3	-1.324851946	-0.341366034	-0.983485912	4
YOR295W	Verified	15	869205	869891	+	1.514571644	1.213754567	0.300817077	3	-1.108316807	-1.172211269	0.063894462	4
YOR296W	Uncharacterized	15	870199	874068	+	0.514632616	0.257481701	0.257150915	3	-1.62265303	-1.72708469	0.104431661	4
YOR297C	Verified	15	874740	875318	-	2.212785032	2.231598589	-0.018813557	3	-0.509658302	-0.809567291	0.299908989	4
YOR298C-A	Verified	15	877227	877682	-	5.240187415	5.196078102	0.044109313	3	-0.922016267	1.578468529	-2.500484795	2
YOR298W	Verified	15	875596	877035	+	-0.730390059	-1.038711909	0.30832185	4	-1.13418711	-1.290853225	0.156666115	4
YOR299W	Verified	15	878431	880671	+	2.13896969	1.843174139	0.295795551	3	-1.301372049	-1.278165743	-0.023206306	4
YOR301W	Verified	15	880961	882268	+	2.829771666	2.685553697	0.144217969	3	-0.627379429	-0.037627952	-0.589751476	4
YOR302W	Verified	15	882761	882838	+	4.63113632	4.216013674	0.415122646	3	-1.323595093	-0.453086489	-0.870508605	4
YOR303W	Verified	15	882895	884130	+	4.436110652	3.957582954	0.478527698	3	-1.138134299	0.546164761	-1.68429906	2
YOR304C-A	Uncharacterized	15	888516	888746	-	1.798373238	1.9629165	-0.164543262	3	-1.244914236	-1.326088148	0.081173912	4
YOR304W	Verified	15	884510	887872	+	2.082841009	1.688222528	0.394618481	3	-1.569982266	-1.273229516	-0.296752751	4
YOR305W	Uncharacterized	15	889018	889746	+	2.939253619	2.741942912	0.197310707	3	-1.500854882	-0.982801853	-0.518053029	4
YOR306C	Verified	15	889863	891428	-	2.492241446	2.131983276	0.36025817	3	1.602694528	1.121524828	0.481169699	3
YOR307C	Verified	15	892726	894087	-	2.64135264	2.585742199	0.055610441	3	-1.518216337	-0.915098295	-0.603118042	4
YOR308C	Verified	15	894619	896382	-	1.377157267	1.003088745	0.374068522	3	-1.551329017	-1.583273872	0.031944855	4
YOR310C	Verified	15	896820	898355	-	4.310191236	3.93276234	0.377428896	3	-1.413260736	-0.444651867	-0.968608869	4
YOR311C	Verified	15	899051	899923	-	3.547234425	3.500650366	0.046584059	3	-1.192914403	-0.321861821	-0.871052582	4
YOR312C	Verified	15	900245	901176	-	3.804162807	3.287365201	0.516797606	3	-1.60612006	-1.095964602	-0.510155458	4
YOR313C	Verified	15	901853	902869	-	1.083129978	0.563327642	0.519802337	3	-1.671644402	-1.672366683	0.000722281	4
YOR315W	Uncharacterized	15	904755	905795	+	3.841147093	3.386593076	0.454554018	3	-1.46174096	-0.644209917	-0.817531043	4
YOR316C	Verified	15	906231	907550	-	3.202914243	3.297478331	-0.094564088	3	-1.252715239	-0.167909492	-1.084805747	4
YOR316C-A	Uncharacterized	15	907721	907930	-	0.863673237	0.804084341	0.059588896	3	-1.20833327	-1.243447347	0.035114077	4
YOR317W	Verified	15	909338	911440	+	3.933980117	4.013122646	-0.07914253	3	0.030691814	0.527548166	-0.496856352	3
YOR319W	Verified	15	912817	913458	+	2.373292931	2.159590787	0.213702144	3	-1.081395512	-0.983283598	-0.098111914	4
YOR320C	Verified	15	913614	915089	-	2.737580417	2.549759101	0.187821316	3	-1.451173116	-0.622698846	-0.82847427	4
YOR321W	Verified	15	916025	918286	+	2.363237425	2.400709722	-0.037472297	3	-1.388226161	-1.015334247	-0.372891914	4
YOR322C	Uncharacterized	15	918601	921057	-	2.221599721	1.900256712	0.321343009	3	-1.432563146	-1.072259614	-0.360303532	4
YOR323C	Verified	15	921530	922900	-	3.309408819	3.025643409	0.283765411	3	-1.324404153	-0.654099751	-0.670304402	4
YOR324C	Verified	15	923227	925035	-	1.343463987	1.097083184	0.246380803	3	-1.469315256	-1.270906666	-0.19840859	4
YOR326W	Verified	15	925716	930440	+	3.115328301	2.866216571	0.24911173	3	-1.518163298	-0.88752764	-0.630635658	4
YOR327C	Verified	15	930729	931076	-	2.977973437	2.91389977	0.064073667	3	-1.027794681	-0.344691735	-0.683102946	4
YOR328W	Verified	15	931798	936492	+	0.642023664	0.423706822	0.218316842	3	-1.195853627	-1.426329441	0.230475814	4
YOR329C	Verified	15	936726	939344	-	2.978583179	2.74058693	0.237996249	3	-1.178384144	-0.034267293	-1.144116851	4
YOR330C	Verified	15	939616	943458	-	1.849024027	1.531872028	0.317151999	3	-1.498505554	-1.249846393	-0.248659161	4
YOR332W	Verified	15	943651	944352	+	4.663843095	4.513866398	0.149976697	3	-0.908663585	1.293038038	-2.201701624	2
YOR334W	Verified	15	944591	946003	+	1.753825116	1.571711957	0.182113159	3	-1.530813122	-1.427388135	-0.103424987	4
YOR335C	Verified	15	946228	949104	-	3.701036366	3.316666608	0.384369758	3	-1.512954656	-0.691544744	-0.821409912	4
YOR336W	Verified	15	949768	953865	+	1.957881484	1.708276695	0.249604789	3	-1.529612208	-1.446089618	-0.08352259	4
YOR337W	Verified	15	954339	956618	+	1.948931256	1.382530022	0.566401234	3	-1.521900279	-1.296159866	-0.225740413	4
YOR338W	Uncharacterized	15	956893	957984	+	-0.791142452	-1.250595769	0.459453317	4	-1.358459909	-1.558705468	0.200245559	4
YOR339C	Verified	15	958357	958827	-	-0.611440845	-0.969428464	0.357987619	4	-0.35109583	-0.680744633	0.329648804	4
YOR340C	Verified	15	959197	960177	-	3.052262099	2.606821477	0.445440622	3	-1.421234646	-1.14829501	-0.272939636	4
YOR341W	Verified	15	960982	965976	+	3.460008616	3.057990484	0.402018131	3	-1.478025603	-0.750732408	-0.727293195	4
YOR342C	Uncharacterized	15	966661	967620	-	3.710662907	3.31334825	0.397314657	3	-1.379178207	-0.822696607	-0.556481601	4
YOR344C	Verified	15	977189	978064	-	3.520344739	3.430487937	0.089856803	3	-1.298748002	-0.029889539	-1.268858463	4
YOR346W	Verified	15	981823	984780	+	1.613434915	1.034163557	0.579271359	3	-0.124854877	-0.396813162	0.271958285	4
YOR347C	Verified	15	984937	986457	-	2.403128439	2.521032606	-0.117904166	3	-1.417364346	-0.591501666	-0.825862679	4
YOR348C	Verified	15	986894	988777	-	-0.563405466	-0.790634096	0.22722863	4	-0.95156354	-1.190665143	0.239101603	4
YOR349W	Verified	15	989784	992828	+	0.736389016	0.610761155	0.125627861	3	0.02778274	-0.231382856	0.259165597	1
YOR350C	Verified	15	992859	994850	-	1.876595053	1.692604054	0.183991	3	-1.501389752	-1.411551122	-0.08983863	4
YOR351C	Verified	15	995013	996506	-	-1.578475192	-1.862350687	0.283875495	4	-0.227802903	-0.749997226	0.522194323	4
YOR352W	Uncharacterized	15	997208	998239	+	1.890557448	1.875024064	0.015533384	3	-1.516900425	-1.556959019	0.040058594	4
YOR353C	Verified	15	998448	1000823	-	1.857424016	1.5190828	0.338341215	3	-1.557858951	-1.222605875	-0.335253076	4
YOR354C	Verified	15	1001142	1003220	-	2.628539535	2.703290866	-0.074751331	3	-1.527554529	-0.84964968	-0.677904849	4
YOR355W	Verified	15	1005133	1006701	+	3.912293684	3.762720926	0.149572757	3	-1.429344096	-0.294602007	-1.134742089	4
YOR356W	Uncharacterized	15	1007217	1009112	+	3.087472057	2.896698244	0.190773813	3	-1.252317881	-0.429854891	-0.82246299	4
YOR357C	Verified	15	1009220	1009708	-	2.917118804	3.157611577	-0.240492773	3	-1.531685128	-1.26785463	-0.263830498	4
YOR358W	Verified	15	1010157	1010885	+	1.687809761	1.330357153	0.357452608	3	-1.160293606	-0.73451327	-0.425780336	4
YOR359W	Verified	15	1011185	1012756	+	3.027687006	2.703402257	0.32428475	3	-1.346050582	-0.114040463	-1.232010119	4
YOR360C	Verified	15	1013237	1014817	-	3.296414991	3.092713669	0.203701322	3	-1.568383954	-1.195401832	-0.372982122	4
YOR361C	Verified	15	1015357	1017648	-	4.20971176	4.102869316	0.106842444	3	-1.380904196	-0.237134792	-1.143769404	4
YOR362C	Verified	15	1017876	1018742	-	4.712328006	4.640334175	0.07199383	3	-1.393244022	0.312845635	-1.706089657	2
YOR363C	Verified	15	1020218	1023208	-	1.446625946	1.232361052	0.214264894	3	-1.571221206	-1.506045113	-0.065176093	4
YOR365C	Uncharacterized	15	1023457	1025568	-	-1.507990391	-1.636730499	0.128740108	4	0.553166109	0.041295534	0.511870575	3
YOR367W	Verified	15	1026003	1026605	+	2.182961078	2.440562366	-0.257601289	3	-1.31101454	-1.054670603	-0.256343937	4
YOR368W	Verified	15	1026839	1028044	+	1.204520507	0.942295903	0.262224604	3	0.881982668	0.638054977	0.243927692	3
YOR369C	Verified	15	1028190	1028621	-	5.735042107	5.543462391	0.191579717	3	-1.504319926	-0.494624303	-1.009695624	4
YOR370C	Verified	15	1029179	1030990	-	3.719175584	3.451653953	0.267521631	3	-1.400298759	-0.16085648	-1.239442279	4
YOR371C	Verified	15	1031485	1034178	-	1.868498273	1.593680334	0.274817938	3	-1.272685133	-1.104557936	-0.168127196	4
YOR372C	Verified	15	1034803	1036467	-	2.7260012	2.610789768	0.115211432	3	-1.424591672	-0.114274461	-1.310317211	4
YOR373W	Verified	15	1036830	1039385	+	1.79030965	1.481193544	0.309116107	3	-1.347392423	-1.03906895	-0.308323473	4
YOR374W	Verified	15	1039836	1041395	+	2.476019875	2.790329731	-0.314309856	3	-0.590375993	-0.214253509	-0.376122484	4
YOR375C	Verified	15	1041674	1043038	-	3.935715471	3.841093617	0.094621854	3	-1.171333501	0.135001183	-1.306334684	2
YOR376W-A	Uncharacterized	15	1045192	1045347	+	2.103360517	1.981709726	0.121650791	3	0.030085333	-0.327969547	0.35805488	1
YOR377W	Verified	15	1046222	1047799	+	2.138879741	1.919914064	0.218965677	3	-1.081929142	-1.056407803	-0.025521339	4
YOR378W	Uncharacterized	15	1049507	1051054	+	-0.353472069	-0.566534099	0.21306203	4	0.63443598	-0.027484664	0.661920644	1
YOR380W	Verified	15	1051286	1052926	+	0.993975501	0.806860711	0.18711479	3	-0.9879703	-0.942171996	-0.045798304	4
YOR381W	Verified	15	1055541	1057676	+	1.232331152	0.960963578	0.271367574	3	-1.461331703	-1.343919633	-0.11741207	4
YOR381W-A	Uncharacterized	15	1058419	1058586	+	-0.529052756	-1.05274265	0.523689894	4	-1.746838658	-1.899689427	0.152850768	4
YOR382W	Verified	15	1059527	1059988	+	1.417487385	1.31312658	0.104360805	3	-0.627580137	-0.746480391	0.118900254	4
YOR383C	Verified	15	1060437	1061051	-	2.423532535	2.498130984	-0.074598449	3	-0.622621507	-0.397755717	-0.22486579	4
YOR384W	Verified	15	1061560	1063644	+	-1.006440015	-0.845692535	-0.160747481	4	1.814296339	1.265199607	0.549096732	3
YOR385W	Uncharacterized	15	1065039	1065911	+	3.131428945	2.902341364	0.229087581	3	-1.456227387	-1.109101243	-0.347126145	4
YOR386W	Verified	15	1066835	1068532	+	0.918129065	1.00789038	-0.089761315	3	-1.530744102	-1.509210205	-0.021533898	4
YOR387C	Uncharacterized	15	1069617	1070237	-	-0.837090179	-1.032231348	0.195141169	4	0.178804734	-0.347324205	0.526128939	1
YOR388C	Verified	15	1071789	1072919	-	-1.335423167	-1.705561663	0.370138496	4	-0.430196183	-1.211413835	0.781217652	4
YOR389W	Uncharacterized	15	1074209	1076083	+	0.530211563	0.177801784	0.352409778	3	-1.230238129	-1.338062606	0.107824477	4
YOR390W	Uncharacterized	15	1076780	1077907	+	1.687740618	1.692440538	-0.00469992	3	-1.682061933	-1.594769708	-0.087292225	4
YOR391C	Uncharacterized	15	1078541	1079254	-	-1.53667858	-1.835150939	0.298472359	4	-1.812620978	-1.985111118	0.172490139	4
YOR393W	Verified	15	1080272	1081585	+	NA	NA	NA	NA	NA	NA	NA	NA
YOR394C-A	Uncharacterized	15	1084198	1084365	-	-0.806646038	-0.855246401	0.048600364	4	-2.03227301	-2.030121525	-0.002151484	4
YOR394W	Uncharacterized	15	1082714	1083208	+	NA	NA	NA	NA	NA	NA	NA	NA
YOR396W	Uncharacterized	15	1087185	1090859	+	NA	NA	NA	NA	NA	NA	NA	NA
YPL001W	Verified	16	554602	555726	+	1.38792159	1.253829599	0.134091991	3	-1.63441926	-1.809362977	0.174943717	4
YPL002C	Verified	16	553624	554325	-	2.525375509	2.445576016	0.079799493	3	-0.728003463	-0.817107319	0.089103856	4
YPL003W	Verified	16	552017	553405	+	2.315674341	2.418507303	-0.102832961	3	-0.708709907	-0.502947744	-0.205762163	4
YPL004C	Verified	16	550629	551654	-	4.60487688	4.789391593	-0.184514713	3	-1.292349397	1.099489148	-2.391838545	2
YPL005W	Verified	16	548483	550303	+	0.708870708	0.416483614	0.292387094	3	-1.612137195	-1.790454351	0.178317156	4
YPL006W	Verified	16	544628	548140	+	1.922327594	1.907821466	0.014506128	3	-1.157562269	-1.125602019	-0.03196025	4
YPL007C	Verified	16	542079	543845	-	1.90296601	1.815122193	0.087843816	3	-1.584808227	-1.461483768	-0.123324459	4
YPL008W	Verified	16	539382	541967	+	1.946617642	1.679486023	0.267131619	3	-1.557976379	-1.214778663	-0.343197715	4
YPL009C	Uncharacterized	16	535817	538933	-	2.25701716	1.856789893	0.400227267	3	-1.531316762	-1.340063522	-0.19125324	4
YPL010W	Verified	16	535015	535584	+	4.437704091	4.386756422	0.050947669	3	-1.55722956	-0.63232583	-0.924903729	4
YPL011C	Verified	16	533639	534700	-	2.652122769	2.384874619	0.26724815	3	-1.587505357	-0.926767012	-0.660738346	4
YPL012W	Verified	16	529720	533406	+	2.930323023	2.403728663	0.526594361	3	-1.579146394	-1.221429098	-0.357717296	4
YPL013C	Verified	16	528982	529347	-	3.708584723	3.53471607	0.173868653	3	-1.48966369	-0.642514333	-0.847149356	4
YPL014W	Uncharacterized	16	527544	528689	+	3.443106884	3.503958022	-0.060851138	3	-1.027896775	-0.412485865	-0.61541091	4
YPL015C	Verified	16	525807	526880	-	3.236503337	3.35325416	-0.116750823	3	-0.966764566	0.032829489	-0.999594056	2
YPL016W	Verified	16	521011	524955	+	1.835445011	1.625554077	0.209890934	3	-1.541416565	-1.178503701	-0.362912864	4
YPL017C	Uncharacterized	16	518732	520231	-	-0.060535043	0.301040906	-0.361575949	2	2.346089901	1.445183428	0.900906473	3
YPL018W	Verified	16	517649	518758	+	1.988163747	1.342916848	0.645246898	3	-1.033468746	-0.953047376	-0.08042137	4
YPL019C	Verified	16	514509	517016	-	4.507977896	3.842710252	0.665267644	3	-1.402555501	-0.312292188	-1.090263313	4
YPL020C	Verified	16	512311	514176	-	1.526407116	1.232051996	0.29435512	3	-1.554444689	-1.587431706	0.032987016	4
YPL021W	Verified	16	511099	511662	+	-1.618733097	-1.885879741	0.267146644	4	-1.321442461	-1.662746625	0.341304164	4
YPL022W	Verified	16	506695	509997	+	1.715521519	1.494893659	0.22062786	3	-1.635856256	-1.433985938	-0.201870318	4
YPL023C	Verified	16	504337	506310	-	2.751640997	2.588944042	0.162696955	3	-1.366162295	-0.862528729	-0.503633566	4
YPL024W	Verified	16	503515	504240	+	1.928528404	2.021695743	-0.093167339	3	-0.852456255	-0.674251934	-0.178204321	4
YPL026C	Verified	16	500673	502181	-	2.937138382	2.646125436	0.291012946	3	-1.490546273	-0.677197727	-0.813348547	4
YPL027W	Verified	16	499663	500400	+	-1.616269662	-1.847952361	0.231682699	4	-1.124008546	-1.332613876	0.208605331	4
YPL028W	Verified	16	498094	499290	+	4.963800905	4.995574328	-0.031773424	3	-1.212625978	0.941241488	-2.153867466	2
YPL029W	Verified	16	495504	497717	+	1.707515037	1.26727313	0.440241908	3	-1.599617173	-1.337970003	-0.261647169	4
YPL030W	Uncharacterized	16	493541	495244	+	2.246660741	1.904060284	0.342600456	3	-1.597968441	-1.291396453	-0.306571987	4
YPL031C	Verified	16	492016	493035	-	3.257686083	3.348473303	-0.09078722	3	-0.126880445	0.23884768	-0.365728124	2
YPL032C	Verified	16	488885	491362	-	3.148602726	2.99122284	0.157379886	3	-1.501373357	-0.66829698	-0.833076376	4
YPL033C	Uncharacterized	16	487360	488205	-	-1.597206684	-1.97762169	0.380415007	4	-1.707452916	-1.988711333	0.281258416	4
YPL034W	Uncharacterized	16	486710	487207	+	1.876314552	1.490431461	0.385883092	3	-1.645368039	-1.549223512	-0.096144528	4
YPL036W	Verified	16	482841	485684	+	0.748244762	0.419513521	0.328731241	3	-1.152424376	-1.276773996	0.12434962	4
YPL037C	Verified	16	481425	481898	-	5.175170986	5.200900072	-0.025729086	3	-1.256041277	0.814435244	-2.070476522	2
YPL038W	Verified	16	480532	481065	+	1.891805175	1.477382764	0.414422412	3	-1.346504307	-1.215268788	-0.131235519	4
YPL038W-A	Uncharacterized	16	480179	480370	+	0.416785699	0.221957878	0.194827821	3	-1.641969619	-1.53936236	-0.102607259	4
YPL039W	Uncharacterized	16	479222	480172	+	2.212821001	1.901326528	0.311494473	3	-1.44732679	-1.026701323	-0.420625467	4
YPL040C	Verified	16	475990	478998	-	1.388335463	1.073773993	0.31456147	3	-1.579937661	-1.40420191	-0.175735751	4
YPL041C	Uncharacterized	16	475115	475738	-	1.842444697	1.844542019	-0.002097323	3	-1.059896873	-0.969114539	-0.090782334	4
